04:08:39Z.888,0x4ca9bf,KGL9268,29.707,34.396,P,28000,7327,399,340,832,A,2614,00
04:08:44Z.306,0x4ca9bf,KGL9268,29.712,34.394,P,28050,7327,399,340,832,A,2614,00
04:08:48Z.250,0x4ca9bf,KGL9268,29.717,34.392,P,28075,7327,399,340,832,A,2614,00
04:08:50Z.708,0x4ca9bf,KGL9268,29.723,34.389,P,28125,7327,400,340,832,A,2614,00
04:08:52Z.634,0x4ca9bf,KGL9268,29.729,34.387,P,28175,7327,400,340,832,A,2614,00
04:08:57Z.666,0x4ca9bf,KGL9268,29.734,34.385,P,28200,7327,401,340,832,A,2614,00
04:08:59Z.692,0x4ca9bf,KGL9268,29.737,34.384,P,28225,7327,401,340,832,A,261400
04:09:01Z.734,0x4ca9bf,KGL9268,29.745,34.381,P,28300,7327,401,340,832,A,2614,00
04:09:02Z.012,0x4ca9bf,KGL9268,29.687,34.404,P,28300,7327,401,340,832,A,2593,00
04:09:02Z.028,0x4ca9bf,KGL9268,29.634,34.426,P,28300,7327,401,340,832,A,2132,00
04:09:06Z.232,0x4ca9bf,KGL9268,29.749,34.379,P,28325,7327,401,340,832,A,2614,00
04:09:06Z.918,0x4ca9bf,KGL9268,29.634,34.426,P,28350,7327,401,340,832,A,2132,00
04:09:08Z.450,0x4ca9bf,KGL9268,29.756,34.376,P,28375,7327,401,340,832,A,2614,00
04:09:09Z.654,0x4ca9bf,KGL9268,29.687,34.404,P,28400,7327,401,340,832,A,2593,00
04:09:09Z.518,0x4ca9bf,KGL9268,29.758,34.375,P,28400,7327,401,340,832,A,2132,00
04:09:12Z.222,0x4ca9bf,KGL9268,29.761,34.374,P,28425,7327,401,340,832,A,2614,00
04:09:12Z.258,0x4ca9bf,KGL9268,29.763,34.373,P,28425,7327,401,340,832,A,2593,00
04:09:13Z.660,0x4ca9bf,KGL9268,29.764,34.373,P,28425,7327,401,340,832,A,2132,00
04:09:15Z.150,0x4ca9bf,KGL9268,29.766,34.372,P,28450,7327,401,340,768,A,2614,00
04:09:16Z.628,0x4ca9bf,KGL9268,29.769,34.371,P,28475,7327,401,340,768,A,2593,00
04:09:16Z.644,0x4ca9bf,KGL9268,29.769,34.371,P,28475,7327,401,340,768,A,2132,00
04:09:17Z.780,0x4ca9bf,KGL9268,29.772,34.369,P,28500,7327,401,340,768,A,2614,00
04:09:19Z.744,0x4ca9bf,KGL9268,29.774,34.369,P,28500,7327,401,340,768,A,2593,00
04:09:18Z.504,0x4ca9bf,KGL9268,29.774,34.369,P,28500,7327,401,340,768,A,2132,00
04:09:20Z.864,0x4ca9bf,KGL9268,29.777,34.367,P,28525,7327,401,340,768,A,2614,00
04:09:24Z.014,0x4ca9bf,KGL9268,29.780,34.366,P,28550,7327,401,340,768,A,2593,00
04:09:24Z.034,0x4ca9bf,KGL9268,29.780,34.366,P,28550,7327,401,340,768,A,2132,00
04:09:23Z.150,0x4ca9bf,KGL9268,29.783,34.365,P,28575,7327,401,340,768,A,2614,00
04:09:26Z.048,0x4ca9bf,KGL9268,29.785,34.364,P,28575,7327,401,340,768,A,2593,00
04:09:26Z.064,0x4ca9bf,KGL9268,29.785,34.364,P,28575,7327,401,340,768,A,2132,00
04:09:26Z.200,0x4ca9bf,KGL9268,29.788,34.363,P,28600,7327,401,340,704,A,2614,00
04:09:29Z.642,0x4ca9bf,KGL9268,29.790,34.362,P,28625,7327,401,340,704,A,2593,00
04:09:28Z.248,0x4ca9bf,KGL9268,29.791,34.362,P,28625,7327,401,340,704,A,2132,00
04:09:29Z.440,0x4ca9bf,KGL9268,29.793,34.361,P,28625,7327,402,340,704,A,2614,00
04:09:31Z.882,0x4ca9bf,KGL9268,29.796,34.360,P,28650,7327,402,340,704,A,2593,00
04:09:32Z.436,0x4ca9bf,KGL9268,29.797,34.359,P,28675,7327,402,340,704,A,2132,00
04:09:32Z.078,0x4ca9bf,KGL9268,29.798,34.359,P,28675,7327,402,339,704,A,2614,00
04:09:35Z.954,0x4ca9bf,KGL9268,29.801,34.358,P,28700,7327,402,339,704,A,2593,00
04:09:35Z.558,0x4ca9bf,KGL9268,29.804,34.356,P,28700,7327,401,338,704,A,2614,00
04:09:38Z.036,0x4ca9bf,KGL9268,29.807,34.355,P,28725,7327,400,338,704,A,2593,00
04:09:38Z.066,0x4ca9bf,KGL9268,29.807,34.355,P,28725,7327,401,338,704,A,2132,00
04:09:39Z.044,0x4ca9bf,KGL9268,29.809,34.354,P,28750,7327,401,338,704,A,2614,00
04:09:40Z.648,0x4ca9bf,KGL9268,29.813,34.352,P,28775,7327,400,337,704,A,2593,00
04:09:42Z.166,0x4ca9bf,KGL9268,29.814,34.351,P,28775,7327,400,337,704,A,2614,00
04:09:44Z.490,0x4ca9bf,KGL9268,29.818,34.350,P,28800,7327,400,337,704,A,2593,00
04:09:44Z.508,0x4ca9bf,KGL9268,29.819,34.349,P,28825,7327,400,336,768,A,2614,00
04:09:46Z.518,0x4ca9bf,KGL9268,29.823,34.347,P,28850,7327,400,336,768,A,2593,00
04:09:48Z.012,0x4ca9bf,KGL9268,29.825,34.346,P,28850,7327,399,336,768,A,2614,00
04:09:51Z.758,0x4ca9bf,KGL9268,29.828,34.345,P,28875,7327,399,335,768,A,2593,00
04:09:51Z.320,0x4ca9bf,KGL9268,29.830,34.344,P,28900,7327,399,335,768,A,2614,00
04:09:52Z.218,0x4ca9bf,KGL9268,29.833,34.342,P,28925,7327,399,335,768,A,2593,00
04:09:54Z.444,0x4ca9bf,KGL9268,29.835,34.341,P,28925,7327,399,335,768,A,2614,00
04:09:57Z.956,0x4ca9bf,KGL9268,29.839,34.339,P,28950,7327,400,335,768,A,2593,00
04:09:56Z.894,0x4ca9bf,KGL9268,29.840,34.338,P,28975,7327,399,335,768,A,2614,00
04:09:59Z.736,0x4ca9bf,KGL9268,29.843,34.337,P,29000,7327,399,335,768,A,2593,00
04:10:01Z.212,0x4ca9bf,KGL9268,29.844,34.336,P,29000,7327,399,335,768,A,2614,00
04:10:02Z.246,0x4ca9bf,KGL9268,29.849,34.333,P,29050,7327,399,334,768,A,2593,00
04:10:04Z.398,0x4ca9bf,KGL9268,29.851,34.332,P,29050,7327,399,334,768,A,2614,00
04:10:05Z.938,0x4ca9bf,KGL9268,29.854,34.331,P,29075,7327,399,334,768,A,2593,00
04:10:06Z.374,0x4ca9bf,KGL9268,29.856,34.330,P,29100,7327,399,334,768,A,2614,00
04:10:08Z.340,0x4ca9bf,KGL9268,29.859,34.328,P,29125,7327,399,334,768,A,2593,00
04:10:11Z.762,0x4ca9bf,KGL9268,29.862,34.327,P,29125,7327,399,334,768,A,2614,00
04:10:13Z.730,0x4ca9bf,KGL9268,29.865,34.325,P,29175,7327,399,334,768,A,2593,00
04:10:12Z.460,0x4ca9bf,KGL9268,29.867,34.324,P,29175,7327,399,334,768,A,2614,00
04:10:14Z.510,0x4ca9bf,KGL9268,29.870,34.322,P,29200,7327,400,334,768,A,2593,00
04:10:15Z.904,0x4ca9bf,KGL9268,29.872,34.321,P,29225,7327,400,334,768,A,2614,00
04:10:17Z.926,0x4ca9bf,KGL9268,29.807,34.355,P,29225,7327,400,337,704,A,2132,00
04:10:18Z.102,0x4ca9bf,KGL9268,29.876,34.319,P,29250,7327,400,334,768,A,2593,00
04:10:19Z.408,0x4ca9bf,KGL9268,29.877,34.318,P,29250,7327,400,335,768,A,2614,00
04:10:17Z.996,0x4ca9bf,KGL9268,29.807,34.355,P,29225,7327,400,334,768,A,2132,00
04:10:21Z.910,0x4ca9bf,KGL9268,29.881,34.317,P,29275,7327,400,335,768,A,2593,00
04:10:21Z.938,0x4ca9bf,KGL9268,29.882,34.316,P,29300,7327,400,335,768,A,2614,00
04:10:22Z.170,0x4ca9bf,KGL9268,29.807,34.355,P,29300,7327,400,335,768,A,2132,00
04:10:25Z.958,0x4ca9bf,KGL9268,29.886,34.314,P,29325,7327,401,335,768,A,2593,00
04:10:25Z.636,0x4ca9bf,KGL9268,29.889,34.312,P,29350,7327,401,335,768,A,2614,00
04:10:28Z.128,0x4ca9bf,KGL9268,29.889,34.312,P,29350,7327,401,335,768,A,2132,00
04:10:28Z.108,0x4ca9bf,KGL9268,29.891,34.311,P,29350,7327,400,335,768,A,2593,00
04:10:30Z.386,0x4ca9bf,KGL9268,29.893,34.310,P,29375,7327,400,335,704,A,2614,00
04:10:29Z.936,0x4ca9bf,KGL9268,29.894,34.309,P,29375,7327,400,335,704,A,2132,00
04:10:31Z.940,0x4ca9bf,KGL9268,29.896,34.308,P,29400,7327,400,335,704,A,2593,00
04:10:32Z.312,0x4ca9bf,KGL9268,29.899,34.307,P,29400,7327,400,335,704,A,2614,00
04:10:32Z.070,0x4ca9bf,KGL9268,29.900,34.306,P,29425,7327,401,335,704,A,2132,00
04:10:32Z.866,0x4ca9bf,KGL9268,29.901,34.306,P,29425,7327,401,335,704,A,2593,00
04:10:35Z.452,0x4ca9bf,KGL9268,29.904,34.304,P,29450,7327,401,335,704,A,2614,00
04:10:35Z.564,0x4ca9bf,KGL9268,29.905,34.304,P,29450,7327,401,335,704,A,2132,00
04:10:37Z.892,0x4ca9bf,KGL9268,29.906,34.303,P,29450,7327,401,335,704,A,2593,00
04:10:37Z.654,0x4ca9bf,KGL9268,29.909,34.302,P,29475,7327,401,335,704,A,2614,00
04:10:40Z.512,0x4ca9bf,KGL9268,29.910,34.301,P,29475,7327,401,335,704,A,2132,00
04:10:39Z.958,0x4ca9bf,KGL9268,29.911,34.300,P,29500,7327,401,335,704,A,2593,00
04:10:39Z.124,0x4ca9bf,KGL9268,29.912,34.300,P,29500,7327,401,335,704,A,2614,00
04:10:43Z.974,0x4ca9bf,KGL9268,29.916,34.298,P,29525,7327,401,335,704,A,2132,00
04:10:42Z.410,0x4ca9bf,KGL9268,29.917,34.297,P,29525,7327,401,335,704,A,2593,00
04:10:44Z.708,0x4ca9bf,KGL9268,29.919,34.296,P,29550,7327,401,335,704,A,2614,00
04:10:44Z.986,0x4ca9bf,KGL9268,29.921,34.295,P,29550,7327,401,335,704,A,2132,00
04:10:45Z.544,0x4ca9bf,KGL9268,29.921,34.295,P,29550,7327,401,335,704,A,2593,00
04:10:47Z.502,0x4ca9bf,KGL9268,29.925,34.293,P,29575,7327,401,335,704,A,2614,00
04:10:50Z.008,0x4ca9bf,KGL9268,29.927,34.292,P,29600,7327,401,335,704,A,2132,00
04:10:48Z.064,0x4ca9bf,KGL9268,29.927,34.292,P,29600,7327,401,335,704,A,2593,00
04:10:52Z.132,0x4ca9bf,KGL9268,29.930,34.290,P,29625,7327,401,335,704,A,2614,00
04:10:51Z.640,0x4ca9bf,KGL9268,29.931,34.290,P,29625,7327,401,335,640,A,2132,00
04:10:52Z.204,0x4ca9bf,KGL9268,29.933,34.289,P,29625,7327,401,335,640,A,2593,00
04:10:53Z.736,0x4ca9bf,KGL9268,29.935,34.288,P,29650,7327,401,335,640,A,2614,00
04:10:55Z.710,0x4ca9bf,KGL9268,29.936,34.287,P,29650,7327,402,335,640,A,2132,00
